SWaN2,,,,,,,,
DateTime,,SensorID,,VWC,,Temp,,BEC
10/9/18 10:00,,1,,2752.97,,14.9,,2
10/9/18 10:00,,2,,2860.67,,14.6,,13
10/9/18 10:00,,3,,2395.8,,15.1,,1
10/9/18 10:00,,4,,2676.24,,14.6,,3
10/9/18 11:00,,1,,2758.96,,14.9,,2
10/9/18 11:00,,2,,2859.94,,14.7,,11
10/9/18 11:00,,3,,2395.99,,15.1,,1
10/9/18 11:00,,4,,2675.66,,14.7,,3
10/9/18 12:00,,1,,2752.94,,14.8,,3
10/9/18 12:00,,2,,2850.69,,14.7,,11
10/9/18 12:00,,3,,2395.09,,15.1,,1
10/9/18 12:00,,4,,2666.23,,14.7,,3
10/9/18 13:00,,1,,2757.84,,14.8,,1
10/9/18 13:00,,2,,2856.45,,14.7,,10
10/9/18 13:00,,3,,2394.13,,15,,1
10/9/18 13:00,,4,,2664.4,,14.8,,3
10/9/18 14:00,,1,,2751.48,,14.8,,1
10/9/18 14:00,,2,,2856.26,,14.8,,12
10/9/18 14:00,,3,,2393.66,,15,,0
10/9/18 14:00,,4,,2664.82,,14.9,,4
10/9/18 15:00,,1,,2750.82,,14.8,,2
10/9/18 15:00,,2,,2855.79,,14.9,,10
10/9/18 15:00,,3,,2393.37,,15.1,,1
10/9/18 15:00,,4,,2665.15,,15,,4
10/9/18 16:00,,1,,2757.41,,14.8,,2
10/9/18 16:00,,2,,2849.12,,15,,12
10/9/18 16:00,,3,,2394.16,,15.1,,1
10/9/18 16:00,,4,,2663.26,,15.2,,3
10/9/18 17:00,,1,,2756.87,,14.9,,2
10/9/18 17:00,,2,,2854.65,,15,,11
10/9/18 17:00,,3,,2393.18,,15.1,,0
10/9/18 17:00,,4,,2671.58,,15.3,,4
10/9/18 18:00,,1,,2749.15,,14.9,,3
10/9/18 18:00,,2,,2853.69,,15.1,,11
10/9/18 18:00,,3,,2392.47,,15.1,,1
10/9/18 18:00,,4,,2668.95,,15.4,,4
10/9/18 19:00,,1,,2755.24,,14.9,,5
10/9/18 19:00,,2,,2847.78,,15.2,,10
10/9/18 19:00,,3,,2392.27,,15.1,,0
10/9/18 19:00,,4,,2669.49,,15.4,,3
10/9/18 20:00,,1,,2755.28,,14.9,,3
10/9/18 20:00,,2,,2853.91,,15.2,,12
10/9/18 20:00,,3,,2391.46,,15.1,,1
10/9/18 20:00,,4,,2668.03,,15.5,,3
10/9/18 21:00,,1,,2749.19,,14.9,,2
10/9/18 21:00,,2,,2853.47,,15.3,,11
10/9/18 21:00,,3,,2390.01,,15.1,,0
10/9/18 21:00,,4,,2661.08,,15.6,,4
10/9/18 22:00,,1,,2747.39,,14.9,,4
10/9/18 22:00,,2,,2852.62,,15.3,,11
10/9/18 22:00,,3,,2390.32,,15.2,,0
10/9/18 22:00,,4,,2660.35,,15.6,,1
10/9/18 23:00,,1,,2747.02,,14.9,,2
10/9/18 23:00,,2,,2852.68,,15.4,,10
10/9/18 23:00,,3,,2391.14,,15.2,,1
10/9/18 23:00,,4,,2667.57,,15.6,,4
12/4/18 12:00,,1,,2880.99,,6.1,,4
12/4/18 12:00,,2,,2930.05,,5.1,,15
12/4/18 12:00,,3,,2647.12,,8,,1
12/4/18 12:00,,4,,2776.41,,8.1,,3
12/4/18 13:00,,1,,2879.57,,6.1,,2
12/4/18 13:00,,2,,2930.36,,5.1,,10
12/4/18 13:00,,3,,2645.93,,8,,1
12/4/18 13:00,,4,,2774.6,,8,,5
12/4/18 14:00,,1,,2877.25,,6.1,,2
